"Buque";"Matricula";"Fecha";"Latitud";"Longitud";"Velocidad";"Rumbo"
"CAPESANTE";"02929";"2025-10-29 13:07:00";"-54,8104166667";"-68,2969833333";"0,0";"225"
"CAPESANTE";"02929";"2025-10-29 13:22:00";"-54,8104333333";"-68,2968333333";"0,2";"93"
"CAPESANTE";"02929";"2025-10-29 13:37:00";"-54,8104166667";"-68,2969";"0,1";"0"
"CAPESANTE";"02929";"2025-10-29 13:52:00";"-54,8104333333";"-68,2972";"0,2";"92"
"CAPESANTE";"02929";"2025-10-29 14:07:00";"-54,8105666667";"-68,2972333333";"0,2";"0"
"CAPESANTE";"02929";"2025-10-29 14:22:00";"-54,8103833333";"-68,29705";"0,0";"0"
"CAPESANTE";"02929";"2025-10-29 14:37:00";"-54,8103666667";"-68,2970333333";"0,1";"0"
"CAPESANTE";"02929";"2025-10-29 14:52:00";"-54,8104333333";"-68,2970833333";"0,2";"71"
"CAPESANTE";"02929";"2025-10-29 15:07:00";"-54,8103666667";"-68,29705";"0,0";"27"
"CAPESANTE";"02929";"2025-10-29 15:22:00";"-54,8103666667";"-68,2971";"0,2";"202"
"CAPESANTE";"02929";"2025-10-29 15:37:00";"-54,81045";"-68,29715";"0,0";"0"
"CAPESANTE";"02929";"2025-10-29 15:52:00";"-54,8104333333";"-68,297";"0,0";"328"
"CAPESANTE";"02929";"2025-10-29 16:07:00";"-54,8104333333";"-68,29705";"0,0";"0"
"CAPESANTE";"02929";"2025-10-29 16:22:00";"-54,8103666667";"-68,2970666667";"0,1";"0"
"CAPESANTE";"02929";"2025-10-29 16:37:00";"-54,8104";"-68,2970666667";"0,0";"190"
"CAPESANTE";"02929";"2025-10-29 16:52:00";"-54,8102166667";"-68,2968333333";"0,0";"102"
"CAPESANTE";"02929";"2025-10-29 17:07:00";"-54,8104166667";"-68,2972";"0,1";"14"
"CAPESANTE";"02929";"2025-10-29 17:22:00";"-54,8104666667";"-68,2971";"0,0";"234"
"CAPESANTE";"02929";"2025-10-29 17:37:00";"-54,8104";"-68,2971166667";"0,0";"0"
"CAPESANTE";"02929";"2025-10-29 17:52:00";"-54,81045";"-68,2971666667";"0,0";"0"
"CAPESANTE";"02929";"2025-10-29 18:07:00";"-54,81035";"-68,29705";"0,1";"204"
"CAPESANTE";"02929";"2025-10-29 19:07:00";"-54,8104666667";"-68,29715";"0,1";"165"
"CAPESANTE";"02929";"2025-10-29 19:22:00";"-54,8104166667";"-68,2971166667";"0,0";"0"
"CAPESANTE";"02929";"2025-10-29 19:37:00";"-54,8104166667";"-68,2970833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-29 19:52:00";"-54,81055";"-68,2972166667";"0,1";"158"
"CAPESANTE";"02929";"2025-10-29 20:07:00";"-54,8103333333";"-68,2969666667";"0,1";"0"
"CAPESANTE";"02929";"2025-10-29 20:21:00";"-54,8103666667";"-68,2969833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-29 20:36:00";"-54,81035";"-68,2975";"0,1";"0"
"CAPESANTE";"02929";"2025-10-29 20:37:00";"-54,8103333333";"-68,2970666667";"0,0";"0"
"CAPESANTE";"02929";"2025-10-29 20:51:00";"-54,8105";"-68,2971666667";"0,1";"327"
"CAPESANTE";"02929";"2025-10-29 21:06:00";"-54,8105";"-68,2971166667";"0,0";"0"
"CAPESANTE";"02929";"2025-10-29 21:21:00";"-54,8103666667";"-68,2970333333";"0,0";"189"
"CAPESANTE";"02929";"2025-10-29 21:36:00";"-54,8103333333";"-68,2968333333";"0,1";"0"
"CAPESANTE";"02929";"2025-10-29 21:37:00";"-54,8104";"-68,2971166667";"0,0";"0"
"CAPESANTE";"02929";"2025-10-29 21:51:00";"-54,8104";"-68,29705";"0,0";"66"
"CAPESANTE";"02929";"2025-10-29 22:06:00";"-54,8104333333";"-68,2971";"0,0";"0"
"CAPESANTE";"02929";"2025-10-29 22:21:00";"-54,8104833333";"-68,2970833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-29 22:36:00";"-54,81045";"-68,2970666667";"0,1";"1"
"CAPESANTE";"02929";"2025-10-29 22:37:00";"-54,8104";"-68,2971166667";"0,0";"127"
"CAPESANTE";"02929";"2025-10-29 22:51:00";"-54,8104166667";"-68,2970666667";"0,1";"0"
"CAPESANTE";"02929";"2025-10-29 23:06:00";"-54,8103666667";"-68,2970833333";"0,1";"0"
"CAPESANTE";"02929";"2025-10-29 23:21:00";"-54,8103666667";"-68,2970833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-29 23:36:00";"-54,8104833333";"-68,2972";"0,1";"0"
"CAPESANTE";"02929";"2025-10-29 23:37:00";"-54,81035";"-68,2972";"0,0";"324"
"CAPESANTE";"02929";"2025-10-29 23:51:00";"-54,8104666667";"-68,2972666667";"0,1";"20"
"CAPESANTE";"02929";"2025-10-30 00:06:00";"-54,8106333333";"-68,2972666667";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 00:21:00";"-54,8103666667";"-68,2971";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 00:36:00";"-54,81045";"-68,2971";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 00:37:00";"-54,8104166667";"-68,2972";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 00:51:00";"-54,8103333333";"-68,2971166667";"2,2";"330"
"CAPESANTE";"02929";"2025-10-30 01:06:00";"-54,8104166667";"-68,29705";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 01:21:00";"-54,8102333333";"-68,2970833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 01:36:00";"-54,8102833333";"-68,2970833333";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 01:37:00";"-54,81025";"-68,2970833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 01:51:00";"-54,8104166667";"-68,2971333333";"0,7";"0"
"CAPESANTE";"02929";"2025-10-30 02:06:00";"-54,8104";"-68,2971333333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 02:21:00";"-54,81035";"-68,2971";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 02:36:00";"-54,8104166667";"-68,2970833333";"0,3";"0"
"CAPESANTE";"02929";"2025-10-30 02:37:00";"-54,8104";"-68,29705";"0,0";"14"
"CAPESANTE";"02929";"2025-10-30 02:51:00";"-54,8104";"-68,2970666667";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 03:21:00";"-54,8104666667";"-68,2970666667";"0,1";"188"
"CAPESANTE";"02929";"2025-10-30 03:36:00";"-54,8104";"-68,2971166667";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 03:37:00";"-54,8104";"-68,2970833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 03:51:00";"-54,8103666667";"-68,2970333333";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 04:06:00";"-54,8103833333";"-68,2970833333";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 04:21:00";"-54,8103666667";"-68,2971";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 04:36:00";"-54,81035";"-68,2970833333";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 04:37:00";"-54,8104";"-68,2971166667";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 04:51:00";"-54,8104166667";"-68,2971";"0,1";"213"
"CAPESANTE";"02929";"2025-10-30 05:06:00";"-54,8103666667";"-68,2970666667";"0,0";"195"
"CAPESANTE";"02929";"2025-10-30 05:21:00";"-54,8103666667";"-68,29695";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 05:36:00";"-54,8103666667";"-68,2970833333";"0,2";"222"
"CAPESANTE";"02929";"2025-10-30 05:37:00";"-54,81025";"-68,29705";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 05:51:00";"-54,8103833333";"-68,2971333333";"0,1";"27"
"CAPESANTE";"02929";"2025-10-30 06:06:00";"-54,8104666667";"-68,2971833333";"0,0";"192"
"CAPESANTE";"02929";"2025-10-30 06:21:00";"-54,81035";"-68,29705";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 06:35:00";"-54,8103";"-68,2970166667";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 06:37:00";"-54,81045";"-68,2971166667";"0,2";"0"
"CAPESANTE";"02929";"2025-10-30 06:50:00";"-54,81035";"-68,2970166667";"2,2";"81"
"CAPESANTE";"02929";"2025-10-30 07:05:00";"-54,81025";"-68,2970333333";"0,1";"248"
"CAPESANTE";"02929";"2025-10-30 07:20:00";"-54,8102833333";"-68,29705";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 07:35:00";"-54,8104";"-68,2969333333";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 07:37:00";"-54,81035";"-68,2970666667";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 07:50:00";"-54,8103833333";"-68,29705";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 08:05:00";"-54,8102833333";"-68,2968833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 08:20:00";"-54,8103666667";"-68,29705";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 08:35:00";"-54,8103166667";"-68,297";"1,1";"243"
"CAPESANTE";"02929";"2025-10-30 08:37:00";"-54,8103666667";"-68,2971333333";"0,0";"171"
"CAPESANTE";"02929";"2025-10-30 08:50:00";"-54,8103";"-68,29705";"0,6";"0"
"CAPESANTE";"02929";"2025-10-30 09:05:00";"-54,8104";"-68,2971833333";"0,0";"42"
"CAPESANTE";"02929";"2025-10-30 09:20:00";"-54,8105166667";"-68,2973333333";"0,2";"229"
"CAPESANTE";"02929";"2025-10-30 09:35:00";"-54,81035";"-68,2970333333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 09:37:00";"-54,8103833333";"-68,2970333333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 09:50:00";"-54,8103333333";"-68,29705";"0,0";"0"
